customer_id,last_order_date,frequency,monetary,recency_days,R,F,M,segment
1293,2025-05-27,6,170.84,307,2,3,2,At-risk
1294,2025-11-08,3,75.50999999999999,142,3,1,1,Loyal
1295,2025-08-20,5,378.0,222,2,2,3,At-risk
1296,2025-09-16,3,95.05,195,3,1,1,Loyal
1297,2025-12-27,13,1336.52,93,4,4,5,VIP
1298,2026-03-21,15,1572.8899999999999,9,5,5,5,VIP
1299,2025-03-07,3,115.32,388,2,1,1,Lost
1300,2025-10-30,5,191.22,151,3,2,2,Loyal
1301,2025-12-03,8,1040.46,117,3,4,4,Loyal
1302,2025-09-11,5,355.74,200,3,2,3,Loyal
1303,2025-07-27,7,439.71000000000004,246,2,3,3,At-risk
1304,2026-01-27,21,1101.0,62,4,5,4,VIP
1305,2025-11-08,10,924.56,142,3,4,4,Loyal
1306,2025-04-06,3,130.96,358,2,1,1,Lost
1307,2025-10-26,3,114.38000000000001,155,3,1,1,Loyal
1308,2025-06-26,11,755.64,277,2,4,4,At-risk
1309,2026-02-28,31,4801.16,30,5,5,5,VIP
1310,2024-07-02,3,112.95,636,1,1,1,Lost
1311,2025-09-25,7,483.21000000000004,186,3,3,3,Loyal
1312,2024-05-08,3,115.47,691,1,1,1,Lost
1313,2025-10-20,5,300.37,161,3,2,3,Loyal
1314,2026-03-14,44,9328.77,16,5,5,5,VIP
1315,2026-03-21,31,6631.17,9,5,5,5,VIP
1316,2025-04-01,9,306.75,363,2,4,3,At-risk
1317,2025-12-01,2,108.37,119,3,1,1,Loyal
1318,2026-03-22,20,3975.66,8,5,5,5,VIP
1319,2024-09-15,5,346.43,561,1,2,3,At-risk
1320,2024-08-14,1,14.92,593,1,1,1,Lost
1321,2025-08-14,3,117.18,228,2,1,1,Lost
1322,2025-06-16,6,324.07,287,2,3,3,At-risk
1323,2026-02-12,19,2081.39,46,5,5,5,VIP
1324,2024-08-20,4,255.43,587,1,2,2,Lost
1325,2025-04-08,2,76.71000000000001,356,2,1,1,Lost
1326,2024-11-19,4,56.36,496,1,2,1,Lost
1327,2025-11-30,7,304.63,120,3,3,3,Loyal
1328,2025-02-22,2,80.94999999999999,401,1,1,1,Lost
1329,2026-03-06,20,1930.77,24,5,5,5,VIP
1330,2026-02-08,15,1251.67,50,5,5,5,VIP
1331,2025-06-30,8,273.54,273,2,4,3,At-risk
1332,2024-11-02,2,145.93,513,1,1,2,Lost
1333,2025-08-25,4,341.5,217,3,2,3,Loyal
1334,2024-05-16,1,20.92,683,1,1,1,Lost
1335,2024-08-07,3,68.77,600,1,1,1,Lost
1336,2025-01-18,2,55.47,436,1,1,1,Lost
1337,2026-01-10,17,2280.99,79,4,5,5,VIP
1338,2026-02-03,4,161.21,55,4,2,2,Loyal
1339,2025-05-24,4,91.09,310,2,2,1,Lost
1340,2025-11-25,7,255.64,125,3,3,2,Loyal
1341,2026-02-22,16,1071.1200000000001,36,5,5,4,VIP
1342,2025-08-18,10,953.46,224,2,4,4,At-risk
1343,2025-12-27,7,483.96,93,4,3,3,Loyal
1344,2026-01-21,6,282.03,68,4,3,3,Loyal
1345,2024-05-17,1,21.07,682,1,1,1,Lost
1346,2025-03-22,3,110.94,373,2,1,1,Lost
1347,2025-10-28,7,471.69,153,3,3,3,Loyal
1348,2025-08-30,2,99.28,212,3,1,1,Loyal
1349,2026-01-07,5,191.75,82,4,2,2,Loyal
1350,2026-01-29,18,1620.73,60,4,5,5,VIP
1351,2025-06-03,8,266.92,300,2,4,2,At-risk
1352,2025-03-28,10,792.27,367,2,4,4,At-risk
1353,2025-12-30,18,971.79,90,4,5,4,VIP
1354,2025-08-02,5,354.06,240,2,2,3,At-risk
1355,2024-04-12,1,38.84,717,1,1,1,Lost
1356,2026-03-26,22,2501.21,4,5,5,5,VIP
1357,2025-08-28,6,193.93,214,3,3,2,Loyal
1358,2025-11-30,4,322.99,120,3,2,3,Loyal
1359,2025-07-12,8,700.8,261,2,4,4,At-risk
1360,2026-02-02,20,2069.82,56,4,5,5,VIP
1361,2025-08-10,6,562.04,232,2,3,4,At-risk
1362,2025-09-24,2,59.129999999999995,187,3,1,1,Loyal
1363,2025-11-12,7,487.39,138,3,3,3,Loyal
1364,2026-03-13,29,6414.2300000000005,17,5,5,5,VIP
1365,2025-08-13,7,402.71,229,2,3,3,At-risk
1366,2025-09-12,4,252.39,199,3,2,2,Loyal
1367,2026-01-08,17,2342.77,81,4,5,5,VIP
1368,2026-03-13,11,1285.67,17,5,4,5,VIP
1369,2026-02-05,8,852.94,53,5,4,4,VIP
1370,2025-12-23,7,579.04,97,4,3,4,Loyal
1371,2026-02-06,9,932.22,52,5,4,4,VIP
1372,2024-12-05,2,95.34,480,1,1,1,Lost
1373,2025-10-22,4,127.13,159,3,2,1,Loyal
1374,2025-04-14,5,154.77,350,2,2,2,Lost
1375,2025-02-17,3,158.9,406,1,1,2,Lost
1376,2026-02-18,18,1630.09,40,5,5,5,VIP
1377,2025-10-16,7,676.33,165,3,3,4,Loyal
1378,2024-05-19,4,118.44000000000001,680,1,2,1,Lost
1379,2025-12-18,7,272.8,102,4,3,3,Loyal
1380,2025-09-23,5,292.12,188,3,2,3,Loyal
1381,2025-08-28,5,319.22,214,3,2,3,Loyal
1382,2026-02-24,22,2675.16,34,5,5,5,VIP
1383,2025-12-27,6,152.05,93,4,3,2,Loyal
1384,2024-05-12,4,94.97999999999999,687,1,2,1,Lost
1385,2024-07-04,4,100.3,634,1,2,1,Lost
1386,2026-03-10,23,3164.92,20,5,5,5,VIP
1387,2025-10-15,11,324.26,166,3,4,3,Loyal
1388,2025-10-06,3,170.07999999999998,175,3,1,2,Loyal
1389,2024-12-22,4,227.53,463,1,2,2,Lost
1390,2026-03-20,31,5385.06,10,5,5,5,VIP
1391,2024-05-07,1,45.96,692,1,1,1,Lost
1392,2025-05-20,6,204.2,314,2,3,2,At-risk
1393,2026-02-25,21,2093.05,33,5,5,5,VIP
1394,2026-02-14,31,2640.16,44,5,5,5,VIP
1395,2024-10-14,3,175.62,532,1,1,2,Lost
1396,2026-02-17,13,1509.08,41,5,4,5,VIP
1397,2025-09-20,3,131.44,191,3,1,1,Loyal
1398,2024-08-22,2,84.68,585,1,1,1,Lost
1399,2025-10-26,7,575.56,155,3,3,4,Loyal
1400,2025-12-03,4,395.62,117,3,2,3,Loyal
1401,2025-10-10,5,317.62,171,3,2,3,Loyal
1402,2026-02-06,37,7707.7,52,5,5,5,VIP
1403,2024-10-26,4,178.45,520,1,2,2,Lost
1404,2025-06-28,2,109.51,275,2,1,1,Lost
1405,2026-02-06,14,666.64,52,5,4,4,VIP
1406,2026-01-03,19,1262.7,86,4,5,5,VIP
1407,2025-04-04,4,112.19,360,2,2,1,Lost
1408,2026-02-27,18,2076.3,31,5,5,5,VIP
1409,2024-08-22,4,204.21,585,1,2,2,Lost
1410,2024-11-06,5,381.46,509,1,2,3,At-risk
1411,2025-08-24,10,456.54,218,3,4,3,Loyal
1412,2024-05-16,3,62.91,683,1,1,1,Lost
1413,2025-04-28,10,991.74,336,2,4,4,At-risk
1414,2024-05-06,1,31.53,693,1,1,1,Lost
1415,2026-01-30,13,1527.4,59,4,4,5,VIP
1416,2025-05-11,7,215.12,323,2,3,2,At-risk
1417,2025-09-23,5,455.32,188,3,2,3,Loyal
1418,2026-01-01,7,624.59,88,4,3,4,Loyal
1419,2024-05-11,1,27.36,688,1,1,1,Lost
1420,2024-09-29,4,141.22,547,1,2,2,Lost
1421,2025-04-16,7,483.94,348,2,3,3,At-risk
1422,2025-08-14,3,248.67000000000002,228,2,1,2,Lost
1423,2025-11-26,6,261.09,124,3,3,2,Loyal
1424,2025-12-23,6,465.47,97,4,3,3,Loyal
1425,2025-06-22,4,140.04,281,2,2,2,Lost
1426,2025-08-20,4,200.26,222,2,2,2,Lost
1427,2026-02-06,18,2469.43,52,5,5,5,VIP
1428,2026-02-03,19,3002.3,55,4,5,5,VIP
1429,2025-05-31,6,401.18,303,2,3,3,At-risk
1430,2025-10-24,7,280.59,157,3,3,3,Loyal
1431,2024-12-12,4,67.14,473,1,2,1,Lost
1432,2025-09-09,2,68.53,202,3,1,1,Loyal
1433,2026-03-11,32,7877.28,19,5,5,5,VIP
1434,2025-12-23,13,1734.79,97,4,4,5,VIP
1435,2025-12-08,10,484.57,112,4,4,3,Loyal
1436,2025-01-06,1,49.23,448,1,1,1,Lost
1437,2025-12-24,17,1684.81,96,4,5,5,VIP
1438,2025-09-10,5,330.87,201,3,2,3,Loyal
1439,2024-06-29,3,71.02,639,1,1,1,Lost
1440,2024-06-21,1,35.06,647,1,1,1,Lost
1441,2025-12-15,11,1470.3799999999999,105,4,4,5,VIP
1442,2026-03-16,27,6218.9800000000005,14,5,5,5,VIP
1443,2026-02-05,18,2067.97,53,5,5,5,VIP
1444,2026-01-29,28,6650.06,60,4,5,5,VIP
1445,2025-11-17,14,790.53,133,3,4,4,Loyal
1446,2025-12-06,3,194.37,114,4,1,2,Loyal
1447,2024-11-10,4,101.75,505,1,2,1,Lost
1448,2026-02-14,7,547.94,44,5,3,4,Loyal
1449,2025-10-19,3,223.72,162,3,1,2,Loyal
1450,2025-12-28,12,989.46,92,4,4,4,VIP
1451,2025-02-11,7,468.42,412,1,3,3,At-risk
1452,2025-08-18,4,206.95,224,2,2,2,Lost
1453,2024-11-16,3,83.52000000000001,499,1,1,1,Lost
1454,2025-04-05,4,161.17,359,2,2,2,Lost
1455,2025-11-18,3,215.84,132,3,1,2,Loyal
1456,2026-01-06,18,1137.78,83,4,5,4,VIP
1457,2025-12-06,20,2788.56,114,4,5,5,VIP
1458,2026-01-26,2,93.18,63,4,1,1,Loyal
1459,2024-12-03,1,35.36,482,1,1,1,Lost
1460,2025-07-30,2,105.78999999999999,243,2,1,1,Lost
1461,2025-04-13,11,573.88,351,2,4,4,At-risk
1462,2025-11-28,6,211.74,122,3,3,2,Loyal
1463,2026-02-25,20,1939.57,33,5,5,5,VIP
1464,2025-03-20,2,60.379999999999995,375,2,1,1,Lost
1465,2025-04-17,7,575.61,347,2,3,4,At-risk
1466,2025-03-13,4,358.32,382,2,2,3,At-risk
1467,2026-01-01,6,428.43,88,4,3,3,Loyal
1468,2026-02-15,15,1308.35,43,5,5,5,VIP
1469,2025-02-15,10,603.65,408,1,4,4,At-risk
1470,2026-01-31,17,1783.37,58,4,5,5,VIP
1471,2024-10-07,1,15.76,539,1,1,1,Lost
1472,2026-02-16,17,1561.45,42,5,5,5,VIP
1473,2026-01-23,9,1065.17,66,4,4,4,VIP
1474,2025-12-30,3,205.1,90,4,1,2,Loyal
1475,2025-10-26,5,437.69,155,3,2,3,Loyal
1476,2025-06-25,3,222.60000000000002,278,2,1,2,Lost
1477,2026-01-04,5,352.37,85,4,2,3,Loyal
1478,2024-06-08,3,159.46,660,1,1,2,Lost
1479,2025-10-15,3,99.78999999999999,166,3,1,1,Loyal
1480,2025-03-07,2,51.81,388,2,1,1,Lost
1481,2025-11-30,7,288.69,120,3,3,3,Loyal
1482,2026-02-21,41,4598.7,37,5,5,5,VIP
1483,2025-10-05,6,336.46999999999997,176,3,3,3,Loyal
1484,2026-02-11,18,1551.78,47,5,5,5,VIP
1485,2025-09-15,7,431.65,196,3,3,3,Loyal
1486,2026-03-26,37,7979.3,4,5,5,5,VIP
1487,2024-11-28,3,83.92,487,1,1,1,Lost
1488,2025-03-22,2,157.99,373,2,1,2,Lost
1489,2024-11-15,1,37.22,500,1,1,1,Lost
1490,2026-02-02,4,260.66,56,4,2,2,Loyal
1491,2026-03-22,35,5360.33,8,5,5,5,VIP
1492,2025-06-09,4,301.82,294,2,2,3,At-risk
1493,2025-05-04,6,462.02,330,2,3,3,At-risk
1494,2025-07-18,11,1138.75,255,2,4,4,At-risk
1495,2026-01-10,6,247.17000000000002,79,4,3,2,Loyal
1496,2025-12-09,4,308.05,111,4,2,3,Loyal
1497,2024-08-03,3,90.77,604,1,1,1,Lost
1498,2025-08-02,5,278.47,240,2,2,3,At-risk
1499,2025-12-22,5,349.14,98,4,2,3,Loyal
1500,2025-02-07,4,196.71,416,1,2,2,Lost
1501,2025-04-20,6,376.87,344,2,3,3,At-risk
1502,2024-12-20,3,131.56,465,1,1,1,Lost
1503,2025-08-13,6,384.59,229,2,3,3,At-risk
1504,2025-12-06,5,269.57,114,4,2,3,Loyal
1505,2025-09-05,8,466.74,206,3,4,3,Loyal
1506,2026-01-13,5,121.15,76,4,2,1,Loyal
1507,2025-05-21,10,573.08,313,2,4,4,At-risk
1508,2025-11-20,6,168.33,130,3,3,2,Loyal
1509,2026-02-05,12,866.72,53,5,4,4,VIP
1510,2025-10-24,5,194.24,157,3,2,2,Loyal
1511,2026-01-04,11,580.25,85,4,4,4,VIP
1512,2026-01-29,20,2564.41,60,4,5,5,VIP
1513,2026-02-11,6,444.83,47,5,3,3,Loyal
1514,2025-03-29,8,545.12,366,2,4,4,At-risk
1515,2024-11-11,2,62.23,504,1,1,1,Lost
1516,2026-02-06,13,1587.07,52,5,4,5,VIP
1517,2026-01-30,12,1584.21,59,4,4,5,VIP
1518,2024-10-15,2,55.94,531,1,1,1,Lost
1519,2026-03-05,12,1376.43,25,5,4,5,VIP
1520,2026-02-03,16,876.83,55,4,5,4,VIP
1521,2026-02-17,20,2738.42,41,5,5,5,VIP
1522,2025-08-11,6,231.94,231,2,3,2,At-risk
1523,2025-03-04,1,22.09,391,2,1,1,Lost
1524,2025-01-18,6,220.94,436,1,3,2,At-risk
1525,2025-09-19,10,929.01,192,3,4,4,Loyal
1526,2026-02-03,9,592.04,55,4,4,4,VIP
1527,2026-01-31,6,460.8,58,4,3,3,Loyal
1528,2025-09-12,6,492.67,199,3,3,3,Loyal
1529,2025-12-08,12,1213.68,112,4,4,5,VIP
1530,2026-03-14,14,1269.03,16,5,4,5,VIP
1531,2025-10-12,3,159.4,169,3,1,2,Loyal
1532,2026-03-09,21,1645.06,21,5,5,5,VIP
1533,2025-11-11,2,106.64,139,3,1,1,Loyal
1534,2025-10-27,11,1127.98,154,3,4,4,Loyal
1535,2026-02-13,23,4777.61,45,5,5,5,VIP
1536,2026-01-03,6,180.46,86,4,3,2,Loyal
1537,2025-05-01,7,476.90999999999997,333,2,3,3,At-risk
1538,2025-02-10,5,166.57,413,1,2,2,Lost
1539,2025-03-31,3,247.04000000000002,364,2,1,2,Lost
1540,2025-12-06,3,132.91,114,4,1,1,Loyal
1541,2025-05-17,8,744.55,317,2,4,4,At-risk
1542,2026-02-22,18,1500.4,36,5,5,5,VIP
1543,2025-12-01,2,135.82,119,3,1,1,Loyal
1544,2026-02-07,10,1237.02,51,5,4,5,VIP
1545,2025-07-14,3,213.76999999999998,259,2,1,2,Lost
1546,2025-11-20,6,249.32999999999998,130,3,3,2,Loyal
1547,2025-12-28,15,1200.41,92,4,5,5,VIP
1548,2025-04-23,11,449.92,341,2,4,3,At-risk
1549,2025-04-12,3,246.07,352,2,1,2,Lost
1550,2026-02-08,11,627.13,50,5,4,4,VIP
1551,2026-03-06,16,1551.0,24,5,5,5,VIP
1552,2026-01-02,4,318.21,87,4,2,3,Loyal
1553,2025-12-31,7,438.17,89,4,3,3,Loyal
1554,2025-11-23,4,208.18,127,3,2,2,Loyal
1555,2026-02-10,9,1047.1,48,5,4,4,VIP
1556,2025-01-30,6,243.68,424,1,3,2,At-risk
1557,2024-12-06,4,87.87,479,1,2,1,Lost
1558,2025-11-28,2,157.57,122,3,1,2,Loyal
1559,2025-11-25,3,111.05000000000001,125,3,1,1,Loyal
1560,2024-04-29,2,48.38,700,1,1,1,Lost
1561,2024-07-10,2,103.50999999999999,628,1,1,1,Lost
1562,2025-12-17,7,370.35,103,4,3,3,Loyal
1563,2024-09-29,2,92.63,547,1,1,1,Lost
1564,2025-02-07,4,74.99,416,1,2,1,Lost
1565,2025-02-24,11,974.18,399,1,4,4,At-risk
1566,2025-03-03,2,207.59,392,2,1,2,Lost
1567,2026-02-27,14,1716.7,31,5,4,5,VIP
1568,2026-02-18,26,3962.89,40,5,5,5,VIP
1569,2025-07-27,7,249.72,246,2,3,2,At-risk
1570,2025-08-29,6,217.59,213,3,3,2,Loyal
1571,2026-01-22,7,577.61,67,4,3,4,Loyal
1572,2025-11-17,2,157.32999999999998,133,3,1,2,Loyal
1573,2025-11-08,6,445.09000000000003,142,3,3,3,Loyal
1574,2025-01-18,5,196.94,436,1,2,2,Lost
1575,2025-11-01,9,441.96999999999997,149,3,4,3,Loyal
1576,2026-03-07,20,1486.69,23,5,5,5,VIP
1577,2025-06-06,8,556.15,297,2,4,4,At-risk
1578,2025-08-17,3,282.64,225,2,1,3,At-risk
1579,2024-11-30,3,165.82,485,1,1,2,Lost
1580,2024-08-12,2,52.25,595,1,1,1,Lost
1581,2025-04-03,4,102.61,361,2,2,1,Lost
1582,2025-11-13,5,272.3,137,3,2,3,Loyal
1583,2025-11-26,7,229.88,124,3,3,2,Loyal
1584,2026-01-12,21,1720.3,77,4,5,5,VIP
1585,2025-11-13,5,179.66,137,3,2,2,Loyal
1586,2024-11-20,4,156.23000000000002,495,1,2,2,Lost
1587,2026-01-17,6,515.63,72,4,3,4,Loyal
1588,2025-07-04,4,109.24,269,2,2,1,Lost
1589,2026-02-23,20,1528.68,35,5,5,5,VIP
1590,2026-03-04,13,1129.28,26,5,4,4,VIP
1591,2025-11-15,11,727.9499999999999,135,3,4,4,Loyal
1592,2026-02-24,43,8166.38,34,5,5,5,VIP
1593,2024-06-28,2,98.03,640,1,1,1,Lost
1594,2025-09-19,6,299.65,192,3,3,3,Loyal
1595,2025-08-20,8,712.28,222,2,4,4,At-risk
1596,2025-10-23,11,667.96,158,3,4,4,Loyal
1597,2026-01-18,15,1110.99,71,4,5,4,VIP
1598,2026-01-28,15,838.09,61,4,5,4,VIP
1599,2025-07-15,8,740.01,258,2,4,4,At-risk
1600,2025-12-17,15,1919.27,103,4,5,5,VIP
1601,2024-07-19,4,213.35000000000002,619,1,2,2,Lost
1602,2026-02-08,17,2197.18,50,5,5,5,VIP
1603,2025-03-08,9,833.22,387,2,4,4,At-risk
1604,2025-06-24,4,267.26,279,2,2,2,Lost
1605,2026-01-27,10,1273.14,62,4,4,5,VIP
1606,2026-02-03,10,681.0699999999999,55,4,4,4,VIP
1607,2024-08-17,3,80.31,590,1,1,1,Lost
1608,2026-01-24,17,1057.59,65,4,5,4,VIP
1609,2025-06-28,3,107.67,275,2,1,1,Lost
1610,2025-12-08,6,243.18,112,4,3,2,Loyal
1611,2026-02-05,14,1684.48,53,5,4,5,VIP
1612,2025-02-16,6,266.79,407,1,3,2,At-risk
1613,2025-07-13,4,236.46,260,2,2,2,Lost
1614,2025-11-25,4,190.62,125,3,2,2,Loyal
1615,2025-11-10,8,732.51,140,3,4,4,Loyal
1616,2026-01-27,12,969.73,62,4,4,4,VIP
1617,2026-03-04,20,4568.45,26,5,5,5,VIP
1618,2026-03-04,3,174.5,26,5,1,2,Loyal
1619,2024-06-24,2,52.5,644,1,1,1,Lost
1620,2026-03-11,36,6670.37,19,5,5,5,VIP
1621,2026-02-18,15,1784.36,40,5,5,5,VIP
1622,2026-01-15,5,288.43,74,4,2,3,Loyal
1623,2024-12-04,4,169.03,481,1,2,2,Lost
1624,2026-02-14,13,1811.21,44,5,4,5,VIP
1625,2025-08-22,2,85.72,220,2,1,1,Lost
1626,2025-04-15,7,231.55,349,2,3,2,At-risk
1627,2025-08-22,4,103.66,220,2,2,1,Lost
1628,2026-01-07,13,1565.03,82,4,4,5,VIP
1629,2026-02-05,11,1120.22,53,5,4,4,VIP
1630,2025-11-21,6,408.53,129,3,3,3,Loyal
1631,2026-01-05,6,284.77,84,4,3,3,Loyal
1632,2024-11-05,4,78.43,510,1,2,1,Lost
1633,2025-12-01,7,234.68,119,3,3,2,Loyal
1634,2025-05-29,6,570.73,305,2,3,4,At-risk
1635,2025-01-24,2,48.57,430,1,1,1,Lost
1636,2025-12-23,5,233.7,97,4,2,2,Loyal
1637,2026-01-09,7,468.73,80,4,3,3,Loyal
1638,2024-07-24,1,20.09,614,1,1,1,Lost
1639,2026-01-27,19,2362.3,62,4,5,5,VIP
1640,2025-03-02,8,522.1700000000001,393,2,4,4,At-risk
1641,2025-04-16,7,490.72,348,2,3,3,At-risk
1642,2026-03-24,13,1140.04,6,5,4,4,VIP
1643,2025-12-21,2,127.22,99,4,1,1,Loyal
1644,2026-02-27,14,1015.04,31,5,4,4,VIP
1645,2025-10-12,12,1665.17,169,3,4,5,Loyal
1646,2025-11-28,5,128.94,122,3,2,1,Loyal
1647,2026-03-02,15,765.13,28,5,5,4,VIP
1648,2025-02-09,10,863.52,414,1,4,4,At-risk
1649,2024-05-19,3,122.07,680,1,1,1,Lost
1650,2025-06-11,11,517.23,292,2,4,4,At-risk
1651,2026-01-10,18,2210.58,79,4,5,5,VIP
1652,2026-01-24,12,1251.6200000000001,65,4,4,5,VIP
1653,2026-01-10,21,2261.8,79,4,5,5,VIP
1654,2026-02-24,20,2260.76,34,5,5,5,VIP
1655,2024-05-09,4,68.50999999999999,690,1,2,1,Lost
1656,2025-12-11,7,345.49,109,4,3,3,Loyal
1657,2026-01-07,19,1045.15,82,4,5,4,VIP
1658,2025-11-04,4,151.25,146,3,2,2,Loyal
1659,2025-11-02,4,117.19999999999999,148,3,2,1,Loyal
1660,2026-03-16,27,5659.58,14,5,5,5,VIP
1661,2026-03-04,10,687.22,26,5,4,4,VIP
1662,2025-08-03,4,181.46,239,2,2,2,Lost
1663,2025-06-27,8,804.26,276,2,4,4,At-risk
1664,2026-03-14,21,2170.38,16,5,5,5,VIP
1665,2025-01-23,2,119.05000000000001,431,1,1,1,Lost
1666,2024-07-16,3,160.9,622,1,1,2,Lost
1667,2025-10-18,9,825.88,163,3,4,4,Loyal
1668,2026-02-03,17,1475.82,55,4,5,5,VIP
1669,2026-02-12,44,5842.47,46,5,5,5,VIP
1670,2024-09-14,2,37.42,562,1,1,1,Lost
1671,2025-11-01,4,337.44,149,3,2,3,Loyal
1672,2025-09-06,7,565.24,205,3,3,4,Loyal
1673,2025-06-20,8,735.99,283,2,4,4,At-risk
1674,2026-03-12,12,635.37,18,5,4,4,VIP
1675,2025-04-15,11,597.03,349,2,4,4,At-risk
1676,2024-08-19,3,89.66,588,1,1,1,Lost
1677,2025-01-15,4,168.42000000000002,439,1,2,2,Lost
1678,2025-12-15,6,406.96000000000004,105,4,3,3,Loyal
1679,2024-07-16,1,31.99,622,1,1,1,Lost
1680,2026-01-28,3,91.98,61,4,1,1,Loyal
1681,2025-04-06,6,429.96999999999997,358,2,3,3,At-risk
1682,2025-03-27,9,828.36,368,2,4,4,At-risk
1683,2024-12-20,10,652.48,465,1,4,4,At-risk
1684,2025-12-25,20,947.77,95,4,5,4,VIP
1685,2026-02-25,17,2148.53,33,5,5,5,VIP
1686,2026-02-01,9,752.02,57,4,4,4,VIP
1687,2025-10-02,6,524.8000000000001,179,3,3,4,Loyal
1688,2026-02-11,5,254.92000000000002,47,5,2,2,Loyal
1689,2024-11-14,2,110.99000000000001,501,1,1,1,Lost
1690,2025-05-26,2,98.57,308,2,1,1,Lost
1691,2025-11-15,7,219.78,135,3,3,2,Loyal
1692,2024-06-14,1,33.48,654,1,1,1,Lost
1693,2026-01-12,15,1556.26,77,4,5,5,VIP
1694,2025-01-14,3,104.57,440,1,1,1,Lost
1695,2025-12-01,8,584.82,119,3,4,4,Loyal
1696,2025-10-23,5,140.51,158,3,2,2,Loyal
1697,2026-02-04,12,616.69,54,5,4,4,VIP
1698,2025-05-14,5,241.6,320,2,2,2,Lost
1699,2025-01-16,1,31.73,438,1,1,1,Lost
1700,2025-05-13,8,646.39,321,2,4,4,At-risk
1701,2024-05-07,1,46.03,692,1,1,1,Lost
1702,2024-05-27,4,111.69,672,1,2,1,Lost
1703,2025-10-19,7,190.03,162,3,3,2,Loyal
1704,2026-01-16,2,155.12,73,4,1,2,Loyal
1705,2025-01-03,2,57.59,451,1,1,1,Lost
1706,2024-06-16,3,54.08,652,1,1,1,Lost
1707,2025-12-22,14,1847.48,98,4,4,5,VIP
1708,2025-11-21,3,137.07,129,3,1,1,Loyal
1709,2024-11-04,3,50.54,511,1,1,1,Lost
1710,2026-01-04,11,1269.89,85,4,4,5,VIP
1711,2025-02-23,5,287.74,400,1,2,3,At-risk
1712,2026-01-12,7,303.46,77,4,3,3,Loyal
1713,2024-12-24,4,71.09,461,1,2,1,Lost
1714,2025-01-22,4,180.64999999999998,432,1,2,2,Lost
1715,2025-06-29,4,117.18,274,2,2,1,Lost
1716,2025-05-20,11,830.06,314,2,4,4,At-risk
1717,2025-10-21,2,118.5,160,3,1,1,Loyal
1718,2024-12-14,3,179.20999999999998,471,1,1,2,Lost
1719,2025-02-28,7,430.68,395,1,3,3,At-risk
1720,2025-03-10,3,177.67000000000002,385,2,1,2,Lost
1721,2026-03-12,32,6544.76,18,5,5,5,VIP
1722,2025-12-28,19,1033.99,92,4,5,4,VIP
1723,2025-04-14,5,271.37,350,2,2,3,At-risk
1724,2026-01-05,4,207.93,84,4,2,2,Loyal
1725,2025-09-02,4,266.65,209,3,2,2,Loyal
1726,2026-02-02,29,4237.87,56,4,5,5,VIP
1727,2025-11-22,4,147.27,128,3,2,2,Loyal
1728,2024-05-30,4,85.77000000000001,669,1,2,1,Lost
1729,2026-03-13,23,4288.92,17,5,5,5,VIP
1730,2025-12-17,5,173.64,103,4,2,2,Loyal
1731,2024-08-12,2,70.77,595,1,1,1,Lost
1732,2026-03-01,29,5618.63,29,5,5,5,VIP
1733,2025-05-07,4,229.87,327,2,2,2,Lost
1734,2025-11-27,8,1191.71,123,3,4,5,Loyal
1735,2024-06-18,3,142.45,650,1,1,2,Lost
1736,2024-12-01,3,174.51,484,1,1,2,Lost
1737,2024-06-19,4,82.61,649,1,2,1,Lost
1738,2026-02-03,16,966.1500000000001,55,4,5,4,VIP
1739,2025-08-23,4,202.72,219,3,2,2,Loyal
1740,2025-05-05,7,300.5,329,2,3,3,At-risk
1741,2026-02-11,19,953.29,47,5,5,4,VIP
1742,2025-11-15,11,615.01,135,3,4,4,Loyal
1743,2026-03-16,40,9175.52,14,5,5,5,VIP
1744,2024-07-28,4,59.47,610,1,2,1,Lost
1745,2025-01-18,4,417.38,436,1,2,3,At-risk
1746,2025-12-05,4,164.05,115,4,2,2,Loyal
1747,2025-05-25,8,494.28,309,2,4,3,At-risk
1748,2025-10-28,3,278.32,153,3,1,3,Loyal
1749,2025-09-07,2,69.02,204,3,1,1,Loyal
1750,2025-12-08,7,237.92,112,4,3,2,Loyal
1751,2026-01-20,6,509.26,69,4,3,4,Loyal
1752,2025-02-19,8,434.61,404,1,4,3,At-risk
1753,2025-01-05,4,144.33,449,1,2,2,Lost
1754,2025-10-14,3,101.11,167,3,1,1,Loyal
1755,2026-02-20,7,197.5,38,5,3,2,Loyal
1756,2025-10-26,7,175.3,155,3,3,2,Loyal
1757,2026-03-18,19,2116.87,12,5,5,5,VIP
1758,2024-08-25,2,115.47,582,1,1,1,Lost
1759,2024-05-09,1,38.95,690,1,1,1,Lost
1760,2024-11-21,1,47.83,494,1,1,1,Lost
1761,2025-11-20,4,276.96,130,3,2,3,Loyal
1762,2026-01-29,16,1685.91,60,4,5,5,VIP
1763,2025-12-23,21,1582.73,97,4,5,5,VIP
1764,2026-03-24,17,1155.68,6,5,5,4,VIP
1765,2025-12-18,17,1619.21,102,4,5,5,VIP
1766,2026-03-27,34,4387.08,3,5,5,5,VIP
1767,2024-07-27,2,108.74000000000001,611,1,1,1,Lost
1768,2026-03-02,41,6520.42,28,5,5,5,VIP
1769,2025-11-14,9,1014.8,136,3,4,4,Loyal
1770,2025-09-27,10,345.75,184,3,4,3,Loyal
1771,2025-11-15,2,205.35000000000002,135,3,1,2,Loyal
